#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037018	1	10	5.081648	2500
2	0.042804	1	9	4.809941	2500
3	0.042660	1	8	4.631520	2500
4	0.044264	1	8	4.547538	2500
5	0.045286	1	8	4.476696	2500
6	0.046688	1	7	4.439269	2500
7	0.052263	1	7	4.434968	2500
8	0.051574	1	7	4.407594	2500
9	0.051968	1	7	4.387733	2500
10	0.052051	1	7	4.379593	2500
11	0.053181	1	7	4.365828	2500
12	0.051758	1	7	4.354379	2500
13	0.053197	1	7	4.350635	2500
14	0.052504	1	7	4.348638	2500
15	0.053585	1	7	4.349838	2500
16	0.055937	1	7	4.351727	2500
17	0.055414	1	7	4.346651	2500
18	0.053580	1	7	4.345428	2500
19	0.051537	1	7	4.340550	2500
20	0.053116	1	7	4.333622	2500
21	0.053549	1	7	4.330321	2500
22	0.055083	1	7	4.331886	2500
23	0.055259	1	7	4.332280	2500
24	0.055029	1	7	4.341224	2500
25	0.051680	1	7	4.334350	2500
26	0.051952	1	7	4.331144	2500
27	0.055386	1	7	4.332481	2500
28	0.055555	1	7	4.333449	2500
29	0.057676	1	7	4.339088	2500
30	0.054793	1	7	4.341265	2500
