#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.036676	1	10	5.095251	2500
2	0.044241	1	9	4.798597	2500
3	0.045572	1	8	4.642923	2500
4	0.046953	1	8	4.564500	2500
5	0.048538	1	8	4.502130	2500
6	0.046991	1	7	4.460841	2500
7	0.051075	1	7	4.443054	2500
8	0.053346	1	7	4.421607	2500
9	0.054960	1	7	4.404509	2500
10	0.054891	1	7	4.385549	2500
11	0.053723	1	7	4.368295	2500
12	0.053839	1	7	4.361611	2500
13	0.054025	1	7	4.350953	2500
14	0.055125	1	7	4.347536	2500
15	0.051383	1	7	4.335828	2500
16	0.054097	1	7	4.341654	2500
17	0.051883	1	7	4.333511	2500
18	0.055892	1	7	4.340773	2500
19	0.053806	1	7	4.340742	2500
20	0.058217	1	7	4.346207	2500
21	0.061007	1	7	4.346190	2500
22	0.058964	1	7	4.342462	2500
23	0.057339	1	7	4.340584	2500
24	0.058689	1	7	4.342932	2500
25	0.057375	1	7	4.344432	2500
26	0.056285	1	7	4.345598	2500
27	0.055170	1	7	4.338093	2500
28	0.054609	1	7	4.342154	2500
29	0.056773	1	7	4.341658	2500
30	0.056851	1	7	4.342001	2500
