#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.036410	1	10	5.073550	2500
2	0.041423	1	9	4.781090	2500
3	0.043460	1	8	4.633146	2500
4	0.045830	1	8	4.570275	2500
5	0.047159	1	8	4.493224	2500
6	0.044888	1	7	4.432854	2500
7	0.050321	1	7	4.420273	2500
8	0.052546	1	7	4.407856	2500
9	0.052945	1	7	4.390547	2500
10	0.055275	1	7	4.384825	2500
11	0.054146	1	7	4.368338	2500
12	0.053185	1	7	4.357617	2500
13	0.053167	1	7	4.351531	2500
14	0.057046	1	7	4.353640	2500
15	0.053524	1	7	4.348394	2500
16	0.052432	1	7	4.342867	2500
17	0.055737	1	7	4.342649	2500
18	0.055182	1	7	4.343751	2500
19	0.056209	1	7	4.343734	2500
20	0.053724	1	7	4.332656	2500
21	0.058645	1	7	4.340979	2500
22	0.055309	1	7	4.330247	2500
23	0.056119	1	7	4.336818	2500
24	0.054803	1	7	4.333931	2500
25	0.056745	1	7	4.336192	2500
26	0.054761	1	7	4.339714	2500
27	0.056200	1	7	4.342430	2500
28	0.057966	1	7	4.348639	2500
29	0.057685	1	7	4.342604	2500
30	0.059563	1	7	4.341365	2500
