#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.363050	1	40	15.317607	2500
2	0.366553	1	37	14.714910	2500
3	0.365973	1	38	14.630376	2500
4	0.365465	1	37	14.590946	2500
5	0.366989	1	36	14.523852	2500
6	0.368804	1	36	14.473305	2500
7	0.370590	1	35	14.410512	2500
8	0.373114	1	34	14.383126	2500
9	0.371742	1	34	14.313745	2500
10	0.374365	1	33	14.189184	2500
11	0.379203	1	33	14.043737	2500
12	0.376732	1	32	13.893782	2500
13	0.382172	1	31	13.641759	2500
14	0.382269	1	31	13.414517	2500
15	0.383276	1	30	13.277177	2500
16	0.389350	1	28	13.151790	2500
17	0.391223	1	28	12.985636	2500
18	0.396256	1	28	12.858899	2500
19	0.399615	1	27	12.673030	2500
20	0.400924	1	27	12.501436	2500
21	0.404866	1	25	12.238811	2500
22	0.406770	1	25	12.035905	2500
23	0.408369	1	24	11.942719	2500
24	0.410344	1	24	11.856969	2500
25	0.411735	1	23	11.592100	2500
26	0.415333	1	23	11.441797	2500
27	0.416981	1	23	11.343737	2500
28	0.417820	1	23	11.337058	2500
29	0.418464	1	23	11.170251	2500
30	0.422148	1	23	11.124430	2500
