#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.335613	1	59	21.927280	2500
2	0.398911	1	43	16.814926	2500
3	0.312205	1	37	14.448149	2500
4	0.272766	1	33	13.028965	2500
5	0.252830	1	30	12.103497	2500
6	0.236216	1	29	11.498398	2500
7	0.225794	1	26	11.029492	2500
8	0.222481	1	25	10.549128	2500
9	0.215818	1	25	10.236440	2500
10	0.209691	1	23	9.818258	2500
11	0.206103	1	23	9.553063	2500
12	0.201140	1	22	9.274897	2500
13	0.201977	1	21	9.171235	2500
14	0.200883	1	21	9.021502	2500
15	0.199231	1	21	8.764844	2500
16	0.204135	1	20	8.737125	2500
17	0.201959	1	20	8.675232	2500
18	0.199660	1	19	8.405970	2500
19	0.194557	1	19	8.361343	2500
20	0.196749	1	18	8.214988	2500
21	0.193190	1	20	8.213424	2500
22	0.190946	1	18	8.007657	2500
23	0.195526	1	18	7.881963	2500
24	0.190462	1	18	7.929005	2500
25	0.193837	1	18	7.893669	2500
26	0.191762	1	18	7.878541	2500
27	0.194918	1	18	7.789676	2500
28	0.193707	1	16	7.692545	2500
29	0.194325	1	17	7.715491	2500
30	0.190738	1	17	7.682371	2500
