#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.336321	1	59	22.084257	2500
2	0.393839	1	44	16.946972	2500
3	0.314084	1	37	14.511140	2500
4	0.275722	1	33	13.141362	2500
5	0.252051	1	29	12.229428	2500
6	0.238907	1	28	11.169202	2500
7	0.225868	1	26	10.781988	2500
8	0.222998	1	26	10.406406	2500
9	0.215894	1	24	9.950399	2500
10	0.213193	1	23	9.746166	2500
11	0.211500	1	21	9.321227	2500
12	0.205723	1	21	9.011746	2500
13	0.204584	1	21	9.002506	2500
14	0.198408	1	20	8.781993	2500
15	0.203003	1	21	8.853718	2500
16	0.200329	1	19	8.721591	2500
17	0.194778	1	20	8.552774	2500
18	0.193782	1	19	8.338907	2500
19	0.195263	1	19	8.157106	2500
20	0.195964	1	18	7.989544	2500
21	0.198560	1	17	8.005532	2500
22	0.190614	1	17	7.810774	2500
23	0.192589	1	18	7.842619	2500
24	0.188501	1	17	7.649387	2500
25	0.190561	1	17	7.680980	2500
26	0.188876	1	17	7.644780	2500
27	0.187538	1	16	7.604601	2500
28	0.188376	1	16	7.466242	2500
29	0.189908	1	16	7.483188	2500
30	0.191746	1	15	7.382665	2500
