#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038556	1	10	5.065323	2500
2	0.044012	1	9	4.765389	2500
3	0.047564	1	8	4.636098	2500
4	0.047422	1	8	4.558610	2500
5	0.048998	1	8	4.486743	2500
6	0.048129	1	7	4.442272	2500
7	0.053482	1	7	4.431734	2500
8	0.050838	1	7	4.415655	2500
9	0.053171	1	7	4.392131	2500
10	0.052327	1	7	4.377291	2500
11	0.052665	1	7	4.358128	2500
12	0.054103	1	7	4.363359	2500
13	0.054491	1	7	4.353897	2500
14	0.053805	1	7	4.351731	2500
15	0.054901	1	7	4.347470	2500
16	0.054544	1	7	4.342212	2500
17	0.052197	1	7	4.335653	2500
18	0.053770	1	7	4.338308	2500
19	0.055987	1	7	4.348213	2500
20	0.057273	1	7	4.349163	2500
21	0.055985	1	7	4.344040	2500
22	0.054619	1	7	4.340250	2500
23	0.055467	1	7	4.340660	2500
24	0.055704	1	7	4.339189	2500
25	0.053910	1	7	4.331937	2500
26	0.055733	1	7	4.335142	2500
27	0.056340	1	7	4.337230	2500
28	0.056628	1	7	4.335538	2500
29	0.058690	1	7	4.338525	2500
30	0.057319	1	7	4.335012	2500
