#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037347	1	10	5.065443	2500
2	0.040507	1	8	4.771066	2500
3	0.048121	1	8	4.680833	2500
4	0.047935	1	8	4.591013	2500
5	0.048480	1	8	4.527441	2500
6	0.049881	1	8	4.496446	2500
7	0.049958	1	7	4.469823	2500
8	0.054251	1	7	4.453205	2500
9	0.054796	1	7	4.432945	2500
10	0.055501	1	7	4.430436	2500
11	0.054471	1	7	4.414312	2500
12	0.055668	1	7	4.412792	2500
13	0.057476	1	7	4.407968	2500
14	0.055101	1	7	4.407937	2500
15	0.057009	1	7	4.401202	2500
16	0.056449	1	7	4.395026	2500
17	0.055145	1	7	4.381550	2500
18	0.057814	1	7	4.381596	2500
19	0.057958	1	7	4.386789	2500
20	0.057070	1	7	4.379565	2500
21	0.059146	1	7	4.389283	2500
22	0.056145	1	7	4.383802	2500
23	0.059681	1	7	4.384641	2500
24	0.058637	1	7	4.384187	2500
25	0.056792	1	7	4.375299	2500
26	0.058385	1	7	4.377351	2500
27	0.061061	1	7	4.382067	2500
28	0.060830	1	7	4.378696	2500
29	0.059340	1	7	4.380397	2500
30	0.059224	1	7	4.382061	2500
