#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.333775	1	58	21.955634	2500
2	0.394450	1	42	16.697858	2500
3	0.307632	1	36	14.288431	2500
4	0.273925	1	33	12.867496	2500
5	0.248727	1	29	12.123139	2500
6	0.235065	1	28	11.515567	2500
7	0.224970	1	25	10.819594	2500
8	0.218123	1	24	10.280277	2500
9	0.212508	1	24	9.961559	2500
10	0.209904	1	22	9.590216	2500
11	0.205680	1	21	9.234213	2500
12	0.203115	1	21	9.160246	2500
13	0.201521	1	22	8.788373	2500
14	0.198454	1	21	8.614098	2500
15	0.198619	1	20	8.336483	2500
16	0.194974	1	19	8.353855	2500
17	0.193293	1	18	8.224639	2500
18	0.188004	1	17	8.029021	2500
19	0.193253	1	16	7.914218	2500
20	0.195041	1	17	7.780764	2500
21	0.192292	1	17	7.764874	2500
22	0.194580	1	17	7.607410	2500
23	0.191740	1	17	7.515684	2500
24	0.189621	1	16	7.443944	2500
25	0.183631	1	16	7.367826	2500
26	0.189880	1	15	7.342314	2500
27	0.182866	1	16	7.255164	2500
28	0.189593	1	15	7.269416	2500
29	0.190045	1	15	7.178529	2500
30	0.186337	1	15	7.136264	2500
