#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038303	1	10	5.076032	2500
2	0.043232	1	9	4.790209	2500
3	0.044671	1	8	4.646709	2500
4	0.047998	1	8	4.589993	2500
5	0.046346	1	7	4.520455	2500
6	0.048411	1	7	4.477139	2500
7	0.052238	1	7	4.449771	2500
8	0.051329	1	7	4.414059	2500
9	0.056298	1	7	4.407360	2500
10	0.057030	1	7	4.396375	2500
11	0.055799	1	7	4.382592	2500
12	0.055630	1	7	4.360213	2500
13	0.055031	1	7	4.357803	2500
14	0.055873	1	7	4.364034	2500
15	0.054803	1	7	4.365123	2500
16	0.054860	1	7	4.360648	2500
17	0.056223	1	7	4.353478	2500
18	0.055051	1	7	4.347665	2500
19	0.054356	1	7	4.346556	2500
20	0.051479	1	7	4.329709	2500
21	0.053815	1	7	4.340210	2500
22	0.054615	1	7	4.339988	2500
23	0.055529	1	7	4.343583	2500
24	0.055997	1	7	4.354685	2500
25	0.055493	1	7	4.354062	2500
26	0.057886	1	7	4.354032	2500
27	0.057260	1	7	4.345372	2500
28	0.058837	1	7	4.343025	2500
29	0.060570	1	7	4.347487	2500
30	0.056588	1	7	4.348271	2500
