#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.362565	1	37	15.365794	2500
2	0.367197	1	36	14.573463	2500
3	0.368572	1	34	14.393170	2500
4	0.375181	1	33	14.001058	2500
5	0.391385	1	28	13.155078	2500
6	0.403580	1	25	12.029254	2500
7	0.416100	1	22	10.930003	2500
8	0.432845	1	21	10.261235	2500
9	0.435275	1	20	10.031488	2500
10	0.449051	1	20	9.954518	2500
11	0.450371	1	18	9.322913	2500
12	0.455151	1	18	8.982545	2500
13	0.455706	1	17	8.494394	2500
14	0.461500	1	16	8.176583	2500
15	0.462259	1	16	7.950381	2500
16	0.463778	1	16	7.731855	2500
17	0.464648	1	16	7.610280	2500
18	0.464683	1	15	7.125646	2500
19	0.463206	1	14	6.955643	2500
20	0.461594	1	12	6.724545	2500
21	0.464459	1	12	6.500198	2500
22	0.465251	1	12	6.470607	2500
23	0.466384	1	12	6.429021	2500
24	0.466234	1	12	6.416431	2500
25	0.466560	1	12	6.406469	2500
26	0.464764	1	12	6.402234	2500
27	0.465904	1	12	6.382855	2500
28	0.465368	1	12	6.364329	2500
29	0.468245	1	12	6.370384	2500
30	0.471900	1	12	6.373250	2500
