#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.366284	1	36	15.121871	2500
2	0.368520	1	34	14.161387	2500
3	0.370684	1	33	14.004404	2500
4	0.377978	1	30	13.450357	2500
5	0.386107	1	29	12.615616	2500
6	0.397148	1	25	11.419339	2500
7	0.421228	1	21	10.086965	2500
8	0.438307	1	20	9.463123	2500
9	0.450600	1	20	8.894951	2500
10	0.454560	1	17	8.351604	2500
11	0.458982	1	17	8.080414	2500
12	0.463034	1	16	7.464258	2500
13	0.470924	1	16	7.027424	2500
14	0.476703	1	15	6.858010	2500
15	0.486817	1	17	7.224145	2500
16	0.488957	1	16	7.074081	2500
17	0.488678	1	16	7.061945	2500
18	0.486623	1	16	7.034812	2500
19	0.486264	1	16	6.968296	2500
20	0.490475	1	16	6.985442	2500
21	0.489166	1	14	6.732506	2500
22	0.490647	1	14	6.699210	2500
23	0.494964	1	14	6.712084	2500
24	0.493902	1	14	6.700665	2500
25	0.493556	1	14	6.710229	2500
26	0.493021	1	14	6.723239	2500
27	0.492916	1	14	6.723127	2500
28	0.494268	1	14	6.672926	2500
29	0.494285	1	14	6.566611	2500
30	0.495037	1	14	6.720273	2500
