#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.333321	1	59	21.864979	2500
2	0.397751	1	45	16.870756	2500
3	0.315652	1	37	14.428166	2500
4	0.287070	1	34	13.330464	2500
5	0.259370	1	31	12.357997	2500
6	0.250179	1	29	11.948137	2500
7	0.240789	1	28	11.464443	2500
8	0.231196	1	29	11.110149	2500
9	0.228003	1	26	10.883987	2500
10	0.218716	1	25	10.465650	2500
11	0.220491	1	23	10.240757	2500
12	0.218508	1	24	10.045071	2500
13	0.222547	1	23	9.783335	2500
14	0.218003	1	23	9.733359	2500
15	0.211540	1	22	9.719841	2500
16	0.208606	1	22	9.464036	2500
17	0.206456	1	21	9.247533	2500
18	0.206088	1	22	9.303271	2500
19	0.204698	1	20	9.101600	2500
20	0.201214	1	19	8.822752	2500
21	0.198456	1	19	8.659284	2500
22	0.195450	1	18	8.388258	2500
23	0.199147	1	18	8.339812	2500
24	0.199567	1	18	8.108323	2500
25	0.198549	1	18	8.290751	2500
26	0.198889	1	18	8.221108	2500
27	0.199508	1	18	8.177821	2500
28	0.198686	1	18	8.201219	2500
29	0.199899	1	18	8.051842	2500
30	0.199665	1	18	8.070350	2500
