#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.036607	1	9	5.082553	2500
2	0.042212	1	9	4.801401	2500
3	0.044929	1	8	4.635770	2500
4	0.049362	1	8	4.546608	2500
5	0.047511	1	8	4.498113	2500
6	0.045991	1	7	4.444975	2500
7	0.049724	1	7	4.432509	2500
8	0.053632	1	7	4.406812	2500
9	0.053453	1	7	4.399007	2500
10	0.053989	1	7	4.382676	2500
11	0.053115	1	7	4.370934	2500
12	0.052390	1	7	4.362219	2500
13	0.054733	1	7	4.359144	2500
14	0.056806	1	7	4.351116	2500
15	0.056287	1	7	4.345720	2500
16	0.054663	1	7	4.343025	2500
17	0.054957	1	7	4.342838	2500
18	0.054798	1	7	4.344723	2500
19	0.059417	1	7	4.350030	2500
20	0.060234	1	7	4.353859	2500
21	0.059982	1	7	4.356150	2500
22	0.056475	1	7	4.345876	2500
23	0.056485	1	7	4.347425	2500
24	0.057093	1	7	4.347271	2500
25	0.059417	1	7	4.341482	2500
26	0.055545	1	7	4.337869	2500
27	0.058000	1	7	4.341216	2500
28	0.055849	1	7	4.331412	2500
29	0.057982	1	7	4.340280	2500
30	0.055286	1	7	4.336304	2500
