#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.327882	1	59	21.715513	2500
2	0.393469	1	43	16.657664	2500
3	0.309544	1	37	14.274329	2500
4	0.275981	1	33	12.961295	2500
5	0.254074	1	30	12.108008	2500
6	0.237488	1	28	11.448887	2500
7	0.228104	1	27	10.847796	2500
8	0.222533	1	25	10.513352	2500
9	0.212745	1	24	10.178213	2500
10	0.209971	1	23	9.861724	2500
11	0.209972	1	21	9.484724	2500
12	0.200888	1	22	9.350935	2500
13	0.199530	1	21	9.200987	2500
14	0.194857	1	20	8.927429	2500
15	0.193003	1	20	8.771293	2500
16	0.194274	1	19	8.581690	2500
17	0.194128	1	19	8.351974	2500
18	0.195856	1	19	8.380975	2500
19	0.195790	1	18	8.293771	2500
20	0.195114	1	18	8.154251	2500
21	0.191941	1	18	7.951916	2500
22	0.191050	1	18	7.868681	2500
23	0.192959	1	17	7.797027	2500
24	0.194662	1	17	7.659804	2500
25	0.195571	1	16	7.647915	2500
26	0.192593	1	16	7.615091	2500
27	0.193502	1	16	7.586335	2500
28	0.190830	1	17	7.557818	2500
29	0.191587	1	16	7.467452	2500
30	0.190345	1	17	7.474164	2500
