#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.361795	1	38	15.275155	2500
2	0.366181	1	35	14.418427	2500
3	0.364909	1	34	14.243384	2500
4	0.370567	1	33	13.952241	2500
5	0.377197	1	32	13.320100	2500
6	0.389182	1	27	12.201677	2500
7	0.405626	1	24	11.132609	2500
8	0.426971	1	21	10.059102	2500
9	0.442223	1	21	9.356605	2500
10	0.455374	1	20	8.853147	2500
11	0.470723	1	17	8.370755	2500
12	0.479752	1	17	8.166401	2500
13	0.486318	1	17	8.114640	2500
14	0.486863	1	17	7.889198	2500
15	0.489586	1	17	7.781117	2500
16	0.489522	1	17	7.607096	2500
17	0.489562	1	17	7.572597	2500
18	0.490822	1	17	7.363120	2500
19	0.490170	1	17	7.342077	2500
20	0.490753	1	17	7.210475	2500
21	0.491455	1	17	7.221815	2500
22	0.490907	1	17	7.171009	2500
23	0.489135	1	17	7.002145	2500
24	0.493072	1	16	6.817979	2500
25	0.496157	1	16	6.816439	2500
26	0.499296	1	16	6.784022	2500
27	0.498069	1	16	6.832759	2500
28	0.498403	1	16	6.783563	2500
29	0.499633	1	16	6.815258	2500
30	0.499565	1	16	6.780819	2500
