#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037902	1	10	5.086276	2500
2	0.038923	1	8	4.752504	2500
3	0.046245	1	8	4.641040	2500
4	0.049150	1	8	4.564758	2500
5	0.048931	1	8	4.482251	2500
6	0.051956	1	7	4.454168	2500
7	0.051576	1	7	4.427212	2500
8	0.052168	1	7	4.411271	2500
9	0.051129	1	7	4.389924	2500
10	0.054315	1	7	4.387341	2500
11	0.054716	1	7	4.368683	2500
12	0.053959	1	7	4.357472	2500
13	0.050458	1	7	4.350446	2500
14	0.052774	1	7	4.353097	2500
15	0.054125	1	7	4.346347	2500
16	0.053505	1	7	4.348535	2500
17	0.053672	1	7	4.341103	2500
18	0.054398	1	7	4.331855	2500
19	0.056460	1	7	4.335491	2500
20	0.056481	1	7	4.338247	2500
21	0.055283	1	7	4.338347	2500
22	0.057307	1	7	4.343996	2500
23	0.052833	1	7	4.333107	2500
24	0.052808	1	7	4.330428	2500
25	0.055878	1	7	4.333986	2500
26	0.059653	1	7	4.348868	2500
27	0.055160	1	7	4.330301	2500
28	0.057621	1	7	4.336855	2500
29	0.056907	1	7	4.335401	2500
30	0.057498	1	7	4.331204	2500
