#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.336447	1	59	21.720296	2500
2	0.398341	1	44	16.865406	2500
3	0.314644	1	37	14.361635	2500
4	0.277544	1	32	12.979227	2500
5	0.259114	1	30	12.088036	2500
6	0.240878	1	29	11.511330	2500
7	0.230450	1	26	10.829521	2500
8	0.220403	1	24	10.394274	2500
9	0.216759	1	24	9.811276	2500
10	0.212960	1	21	9.519504	2500
11	0.209148	1	22	9.380686	2500
12	0.200967	1	21	9.251601	2500
13	0.202286	1	21	9.004964	2500
14	0.195357	1	20	8.792294	2500
15	0.196075	1	19	8.680218	2500
16	0.197118	1	19	8.413582	2500
17	0.193310	1	19	8.307438	2500
18	0.192788	1	19	8.408011	2500
19	0.192899	1	18	8.186608	2500
20	0.191784	1	18	8.000342	2500
21	0.192536	1	17	7.896465	2500
22	0.191683	1	17	7.770615	2500
23	0.192561	1	17	7.785370	2500
24	0.189620	1	16	7.570387	2500
25	0.186303	1	16	7.496542	2500
26	0.187486	1	16	7.358217	2500
27	0.187586	1	16	7.263926	2500
28	0.186260	1	15	7.165077	2500
29	0.188009	1	16	7.073462	2500
30	0.188556	1	15	7.038003	2500
