#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037894	1	10	5.091030	2500
2	0.042196	1	9	4.785210	2500
3	0.043973	1	8	4.633636	2500
4	0.043979	1	8	4.534598	2500
5	0.049207	1	8	4.467912	2500
6	0.046459	1	7	4.429690	2500
7	0.048600	1	7	4.416457	2500
8	0.051922	1	7	4.400788	2500
9	0.053512	1	7	4.386285	2500
10	0.051977	1	7	4.380733	2500
11	0.051399	1	7	4.369503	2500
12	0.053186	1	7	4.363267	2500
13	0.051761	1	7	4.349154	2500
14	0.054177	1	7	4.348343	2500
15	0.056152	1	7	4.358901	2500
16	0.057918	1	7	4.357930	2500
17	0.054506	1	7	4.363672	2500
18	0.053584	1	7	4.356744	2500
19	0.055434	1	7	4.348487	2500
20	0.053078	1	7	4.344913	2500
21	0.053285	1	7	4.340114	2500
22	0.053184	1	7	4.342073	2500
23	0.053034	1	7	4.342222	2500
24	0.054245	1	7	4.339508	2500
25	0.050097	1	7	4.327669	2500
26	0.052619	1	7	4.332250	2500
27	0.053887	1	7	4.336982	2500
28	0.057749	1	7	4.344396	2500
29	0.055666	1	7	4.348836	2500
30	0.054109	1	7	4.339568	2500
