#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.362131	1	37	15.091833	2500
2	0.368309	1	35	14.503648	2500
3	0.369188	1	35	14.490348	2500
4	0.369732	1	36	14.511164	2500
5	0.369773	1	36	14.540319	2500
6	0.367607	1	35	14.499176	2500
7	0.368695	1	34	14.401527	2500
8	0.368439	1	35	14.357329	2500
9	0.368215	1	35	14.339385	2500
10	0.369470	1	34	14.046197	2500
11	0.370384	1	32	13.915600	2500
12	0.374748	1	32	13.874316	2500
13	0.378535	1	32	13.796038	2500
14	0.380347	1	30	13.669225	2500
15	0.382814	1	31	13.586987	2500
16	0.388269	1	29	13.405875	2500
17	0.392125	1	28	13.317724	2500
18	0.394917	1	29	13.329272	2500
19	0.397204	1	28	13.190784	2500
20	0.401729	1	28	13.094556	2500
21	0.404830	1	28	13.061971	2500
22	0.408272	1	26	12.711627	2500
23	0.411106	1	26	12.436863	2500
24	0.414254	1	25	12.184066	2500
25	0.417929	1	25	12.080027	2500
26	0.421246	1	24	11.962803	2500
27	0.422289	1	24	11.951915	2500
28	0.424171	1	24	11.871756	2500
29	0.427444	1	24	11.681649	2500
30	0.430600	1	23	11.496940	2500
