#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.365845	1	37	15.036057	2500
2	0.370219	1	34	14.219246	2500
3	0.370341	1	34	14.184645	2500
4	0.369688	1	34	14.170174	2500
5	0.368760	1	34	14.170844	2500
6	0.368243	1	34	14.174862	2500
7	0.368124	1	34	14.135942	2500
8	0.368874	1	33	14.127705	2500
9	0.370320	1	35	14.196792	2500
10	0.370465	1	34	14.165970	2500
11	0.369834	1	34	14.147131	2500
12	0.371072	1	34	14.115519	2500
13	0.374233	1	34	14.082409	2500
14	0.372380	1	34	14.042392	2500
15	0.373521	1	34	14.034538	2500
16	0.374735	1	34	13.992483	2500
17	0.375525	1	34	13.965957	2500
18	0.375816	1	33	13.898831	2500
19	0.377604	1	33	13.831034	2500
20	0.378744	1	32	13.828164	2500
21	0.379739	1	32	13.819617	2500
22	0.382807	1	32	13.683259	2500
23	0.383164	1	31	13.647117	2500
24	0.383942	1	31	13.586152	2500
25	0.386068	1	31	13.542089	2500
26	0.388957	1	30	13.501010	2500
27	0.389397	1	30	13.467007	2500
28	0.390171	1	30	13.431806	2500
29	0.392331	1	30	13.432390	2500
30	0.392588	1	30	13.374407	2500
