#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.338285	1	60	21.953569	2500
2	0.394458	1	43	16.891373	2500
3	0.309689	1	36	14.349814	2500
4	0.276575	1	32	12.815085	2500
5	0.255695	1	30	12.094994	2500
6	0.243765	1	28	11.506147	2500
7	0.232933	1	27	11.047323	2500
8	0.223720	1	25	10.457459	2500
9	0.219081	1	25	9.965142	2500
10	0.215393	1	23	9.626728	2500
11	0.210031	1	23	9.495255	2500
12	0.208002	1	22	9.253418	2500
13	0.203162	1	21	9.060500	2500
14	0.201477	1	21	8.966276	2500
15	0.200256	1	20	8.718816	2500
16	0.197740	1	19	8.515426	2500
17	0.195222	1	19	8.437169	2500
18	0.187760	1	19	8.229097	2500
19	0.187123	1	18	8.075486	2500
20	0.193178	1	18	8.073034	2500
21	0.188047	1	17	7.821924	2500
22	0.187935	1	17	7.799741	2500
23	0.190733	1	16	7.661057	2500
24	0.188963	1	16	7.552673	2500
25	0.189140	1	16	7.448632	2500
26	0.194509	1	16	7.437701	2500
27	0.191973	1	16	7.474848	2500
28	0.191334	1	16	7.376526	2500
29	0.189979	1	15	7.328305	2500
30	0.191707	1	16	7.374476	2500
