#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.333556	1	59	21.944969	2500
2	0.395936	1	46	16.974178	2500
3	0.313410	1	37	14.223368	2500
4	0.277711	1	32	12.906242	2500
5	0.261360	1	30	11.976575	2500
6	0.239688	1	28	11.293042	2500
7	0.228654	1	26	10.817810	2500
8	0.222917	1	25	10.378507	2500
9	0.214704	1	23	9.997648	2500
10	0.212085	1	22	9.692312	2500
11	0.207804	1	23	9.572126	2500
12	0.206817	1	22	9.274859	2500
13	0.207824	1	22	9.259103	2500
14	0.199566	1	21	8.959886	2500
15	0.197686	1	19	8.746154	2500
16	0.201511	1	21	8.718108	2500
17	0.202684	1	20	8.560770	2500
18	0.198213	1	18	8.248066	2500
19	0.192613	1	18	8.056890	2500
20	0.195156	1	19	8.129093	2500
21	0.193042	1	19	8.032329	2500
22	0.194672	1	17	7.984906	2500
23	0.189500	1	17	7.693229	2500
24	0.190178	1	17	7.660074	2500
25	0.190168	1	16	7.493059	2500
26	0.191757	1	16	7.431822	2500
27	0.193524	1	16	7.539252	2500
28	0.191892	1	16	7.480825	2500
29	0.185882	1	16	7.377715	2500
30	0.185838	1	15	7.293635	2500
