#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.335230	1	60	21.980672	2500
2	0.399130	1	43	16.921445	2500
3	0.323735	1	37	14.539088	2500
4	0.282098	1	31	13.079066	2500
5	0.264174	1	29	12.254745	2500
6	0.252904	1	30	11.764610	2500
7	0.242751	1	28	11.389935	2500
8	0.225889	1	26	10.898415	2500
9	0.226203	1	26	10.516838	2500
10	0.221212	1	24	10.123529	2500
11	0.219529	1	23	10.014047	2500
12	0.220809	1	24	9.992729	2500
13	0.215796	1	22	9.568220	2500
14	0.216277	1	21	9.517358	2500
15	0.212324	1	20	9.143571	2500
16	0.209300	1	22	9.106987	2500
17	0.207258	1	21	8.884078	2500
18	0.200280	1	20	8.664519	2500
19	0.204681	1	18	8.567890	2500
20	0.205056	1	19	8.565243	2500
21	0.206674	1	19	8.495645	2500
22	0.205821	1	18	8.237276	2500
23	0.205837	1	18	8.225688	2500
24	0.199322	1	17	8.157702	2500
25	0.198257	1	17	8.127822	2500
26	0.198287	1	19	8.055056	2500
27	0.192851	1	17	7.963575	2500
28	0.197414	1	17	7.931833	2500
29	0.194308	1	18	7.919208	2500
30	0.197081	1	18	7.939794	2500
