#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.335271	1	59	22.050518	2500
2	0.400337	1	45	16.798031	2500
3	0.314274	1	38	14.449927	2500
4	0.284176	1	33	13.041572	2500
5	0.261911	1	30	12.308952	2500
6	0.245091	1	28	11.642880	2500
7	0.235896	1	27	11.038376	2500
8	0.229012	1	26	10.818368	2500
9	0.223326	1	25	10.339614	2500
10	0.219201	1	24	10.028594	2500
11	0.213034	1	23	9.750388	2500
12	0.209957	1	22	9.461537	2500
13	0.208013	1	21	9.260563	2500
14	0.202104	1	21	8.982245	2500
15	0.201953	1	21	8.832566	2500
16	0.200688	1	21	8.786561	2500
17	0.199100	1	20	8.627917	2500
18	0.200137	1	20	8.515716	2500
19	0.197277	1	19	8.426779	2500
20	0.197173	1	19	8.302221	2500
21	0.197707	1	19	8.273840	2500
22	0.194552	1	18	8.109161	2500
23	0.191195	1	18	8.031480	2500
24	0.188783	1	17	7.898154	2500
25	0.193427	1	18	7.856197	2500
26	0.194603	1	17	7.738309	2500
27	0.194170	1	17	7.695465	2500
28	0.200140	1	18	7.649257	2500
29	0.195796	1	17	7.559307	2500
30	0.193932	1	16	7.517551	2500
