#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.366270	1	38	15.023334	2500
2	0.363688	1	35	14.081766	2500
3	0.367260	1	32	13.839800	2500
4	0.371766	1	31	13.411810	2500
5	0.382646	1	27	12.657249	2500
6	0.401044	1	24	11.779867	2500
7	0.417543	1	21	10.811821	2500
8	0.433410	1	21	10.414241	2500
9	0.448838	1	20	10.107088	2500
10	0.453482	1	20	9.777752	2500
11	0.458376	1	19	9.459511	2500
12	0.462739	1	18	8.859815	2500
13	0.470147	1	17	8.565830	2500
14	0.476348	1	16	8.262059	2500
15	0.481000	1	15	8.255610	2500
16	0.482716	1	15	8.034511	2500
17	0.483443	1	15	7.856244	2500
18	0.487335	1	15	7.791200	2500
19	0.486649	1	15	7.781644	2500
20	0.489738	1	14	7.678892	2500
21	0.496729	1	14	7.659887	2500
22	0.497782	1	14	7.816700	2500
23	0.499627	1	14	7.820927	2500
24	0.497842	1	14	7.816710	2500
25	0.497623	1	14	7.818260	2500
26	0.498427	1	14	7.819013	2500
27	0.499667	1	14	7.821879	2500
28	0.499186	1	14	7.819095	2500
29	0.500488	1	14	7.818465	2500
30	0.499202	1	14	7.806061	2500
