Tiempo_Ejecucion_Segundos,Mensajes_Intercambiados,PIF-EXPLORACION,PACKAGE,ACK,PIF-NEGOCIACION,SOLICITUD-CONEXION,ACEPTO-CONEXION,DESCONEXION,DESCONEXION-RECIBIDA,RECHAZO-CONEXION,PIF-CONEXION
366.943645,19543156,583986,8478366,8478366,583986,344671,344121,67562,67562,550,593986
