#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.334301	1	59	21.947652	2500
2	0.396430	1	44	16.877993	2500
3	0.308842	1	36	14.323879	2500
4	0.275427	1	32	12.986243	2500
5	0.253604	1	30	12.146979	2500
6	0.239411	1	28	11.507475	2500
7	0.230275	1	27	10.999364	2500
8	0.218156	1	25	10.404815	2500
9	0.212563	1	23	9.961396	2500
10	0.209754	1	24	9.727021	2500
11	0.202421	1	22	9.396307	2500
12	0.203956	1	22	9.250933	2500
13	0.204775	1	21	9.168660	2500
14	0.206345	1	21	8.965677	2500
15	0.203716	1	20	8.759901	2500
16	0.199552	1	19	8.626606	2500
17	0.198594	1	20	8.517712	2500
18	0.197345	1	19	8.317281	2500
19	0.194813	1	18	8.189673	2500
20	0.193472	1	18	8.102917	2500
21	0.190561	1	17	7.988609	2500
22	0.191337	1	17	7.894889	2500
23	0.188230	1	17	7.753708	2500
24	0.187016	1	16	7.615295	2500
25	0.188038	1	17	7.567612	2500
26	0.188872	1	16	7.487513	2500
27	0.192326	1	17	7.508414	2500
28	0.187739	1	16	7.436760	2500
29	0.187548	1	16	7.266055	2500
30	0.192875	1	16	7.232962	2500
