#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.335205	1	58	21.806445	2500
2	0.395216	1	44	16.712957	2500
3	0.307751	1	35	14.033700	2500
4	0.269648	1	30	12.522151	2500
5	0.251232	1	28	11.436545	2500
6	0.235692	1	27	10.969493	2500
7	0.229682	1	25	10.524263	2500
8	0.220864	1	24	9.934969	2500
9	0.215859	1	21	9.312094	2500
10	0.213364	1	20	8.855195	2500
11	0.214620	1	19	8.412061	2500
12	0.219237	1	18	7.961505	2500
13	0.225985	1	17	7.516894	2500
14	0.229671	1	16	7.101537	2500
15	0.233827	1	15	6.701303	2500
16	0.237808	1	13	6.229904	2500
17	0.245958	1	14	5.946715	2500
18	0.251444	1	12	5.537353	2500
19	0.251728	1	11	5.253164	2500
20	0.249359	1	10	4.920651	2500
21	0.244576	1	10	4.688016	2500
22	0.243202	1	9	4.532238	2500
23	0.249568	1	8	4.401510	2500
24	0.257917	1	8	4.386353	2500
25	0.253901	1	9	4.168971	2500
26	0.265573	1	8	4.043449	2500
27	0.269049	1	8	3.871898	2500
28	0.275529	1	6	3.598645	2500
29	0.272053	1	7	3.530373	2500
30	0.264788	1	6	3.496927	2500
