#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.036811	1	10	5.089363	2500
2	0.044721	1	9	4.807204	2500
3	0.043997	1	8	4.631776	2500
4	0.048155	1	8	4.565434	2500
5	0.047820	1	7	4.495511	2500
6	0.049337	1	7	4.450789	2500
7	0.051038	1	7	4.438251	2500
8	0.053307	1	7	4.405281	2500
9	0.055443	1	7	4.396514	2500
10	0.053422	1	7	4.382442	2500
11	0.053620	1	7	4.382263	2500
12	0.054216	1	7	4.376885	2500
13	0.054527	1	7	4.358608	2500
14	0.053593	1	7	4.355155	2500
15	0.054231	1	7	4.353195	2500
16	0.053506	1	7	4.355040	2500
17	0.054539	1	7	4.354444	2500
18	0.052276	1	7	4.346507	2500
19	0.050946	1	7	4.338634	2500
20	0.052782	1	7	4.339866	2500
21	0.053620	1	7	4.336981	2500
22	0.054207	1	7	4.332435	2500
23	0.056222	1	7	4.336617	2500
24	0.053894	1	7	4.332971	2500
25	0.054178	1	7	4.336118	2500
26	0.054808	1	7	4.337114	2500
27	0.058463	1	7	4.345184	2500
28	0.055782	1	7	4.342162	2500
29	0.053998	1	7	4.332742	2500
30	0.055884	1	7	4.333006	2500
