#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.330279	1	59	21.977403	2500
2	0.394479	1	43	16.825455	2500
3	0.312315	1	36	14.474426	2500
4	0.279292	1	32	12.942891	2500
5	0.255722	1	31	12.062863	2500
6	0.238045	1	28	11.487575	2500
7	0.230661	1	27	10.846676	2500
8	0.227188	1	25	10.556825	2500
9	0.219651	1	25	10.250953	2500
10	0.215388	1	24	9.961768	2500
11	0.206781	1	23	9.565811	2500
12	0.203822	1	22	9.249783	2500
13	0.200790	1	20	8.937055	2500
14	0.201749	1	19	8.903925	2500
15	0.204420	1	20	8.745075	2500
16	0.196647	1	21	8.877781	2500
17	0.197391	1	20	8.708160	2500
18	0.195973	1	19	8.689884	2500
19	0.193517	1	19	8.594743	2500
20	0.194161	1	19	8.409322	2500
21	0.195086	1	19	8.256611	2500
22	0.195156	1	18	8.158367	2500
23	0.193418	1	18	8.227813	2500
24	0.193457	1	18	8.231128	2500
25	0.189202	1	18	8.029426	2500
26	0.193171	1	18	8.017048	2500
27	0.188866	1	18	7.894686	2500
28	0.195103	1	16	7.611705	2500
29	0.193646	1	17	7.629533	2500
30	0.194712	1	16	7.565062	2500
