#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038158	1	10	5.084241	2500
2	0.044410	1	9	4.789776	2500
3	0.043672	1	8	4.638732	2500
4	0.045296	1	8	4.545840	2500
5	0.045753	1	8	4.485674	2500
6	0.045707	1	7	4.439992	2500
7	0.049929	1	7	4.421488	2500
8	0.051312	1	7	4.392378	2500
9	0.055185	1	7	4.388623	2500
10	0.052273	1	7	4.374332	2500
11	0.054015	1	7	4.367063	2500
12	0.053708	1	7	4.351978	2500
13	0.055251	1	7	4.355222	2500
14	0.056001	1	7	4.352154	2500
15	0.054451	1	7	4.341037	2500
16	0.051400	1	7	4.339078	2500
17	0.055310	1	7	4.344572	2500
18	0.057706	1	7	4.342167	2500
19	0.057171	1	7	4.340831	2500
20	0.057488	1	7	4.342519	2500
21	0.056889	1	7	4.342048	2500
22	0.056616	1	7	4.330791	2500
23	0.057692	1	7	4.344016	2500
24	0.057257	1	7	4.339739	2500
25	0.055835	1	7	4.337819	2500
26	0.052803	1	7	4.330360	2500
27	0.056743	1	7	4.330162	2500
28	0.057740	1	7	4.337232	2500
29	0.058987	1	7	4.339431	2500
30	0.059115	1	7	4.332851	2500
