#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.035926	1	10	5.098362	2500
2	0.040271	1	8	4.730677	2500
3	0.045364	1	8	4.588890	2500
4	0.044138	1	8	4.470493	2500
5	0.044389	1	7	4.392769	2500
6	0.046153	1	7	4.337991	2500
7	0.049118	1	7	4.274687	2500
8	0.048540	1	7	4.219212	2500
9	0.050112	1	7	4.137382	2500
10	0.051990	1	7	4.042993	2500
11	0.054233	1	7	3.906053	2500
12	0.057969	1	6	3.740012	2500
13	0.066279	1	6	3.548392	2500
14	0.076586	1	6	3.368538	2500
15	0.088230	1	6	3.202149	2500
16	0.099846	1	5	3.038837	2500
17	0.113928	1	5	2.913322	2500
18	0.130053	1	5	2.794372	2500
19	0.149436	1	5	2.702390	2500
20	0.162940	1	5	2.614754	2500
21	0.179471	1	5	2.558992	2500
22	0.199559	1	5	2.479370	2500
23	0.208380	1	5	2.436206	2500
24	0.219941	1	5	2.397573	2500
25	0.224206	1	5	2.382331	2500
26	0.227405	1	5	2.369007	2500
27	0.233179	1	5	2.355664	2500
28	0.234622	1	4	2.340699	2500
29	0.240800	1	4	2.324537	2500
30	0.250274	1	4	2.295802	2500
