#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038462	1	10	5.073754	2500
2	0.040392	1	8	4.721141	2500
3	0.045256	1	8	4.586264	2500
4	0.041975	1	8	4.460110	2500
5	0.044072	1	7	4.377802	2500
6	0.046533	1	7	4.322659	2500
7	0.047635	1	7	4.264600	2500
8	0.050537	1	7	4.188569	2500
9	0.052608	1	7	4.105469	2500
10	0.051564	1	7	4.012968	2500
11	0.052669	1	6	3.890824	2500
12	0.061971	1	6	3.773342	2500
13	0.067290	1	6	3.643783	2500
14	0.072575	1	6	3.500809	2500
15	0.082046	1	6	3.341669	2500
16	0.092969	1	5	3.196129	2500
17	0.106690	1	5	3.053836	2500
18	0.122164	1	5	2.921415	2500
19	0.131911	1	5	2.802002	2500
20	0.147025	1	5	2.714474	2500
21	0.163128	1	5	2.630458	2500
22	0.176753	1	5	2.581634	2500
23	0.187530	1	5	2.522312	2500
24	0.198883	1	5	2.472896	2500
25	0.209640	1	4	2.427818	2500
26	0.219267	1	4	2.398461	2500
27	0.224378	1	4	2.381515	2500
28	0.222829	1	4	2.382007	2500
29	0.223883	1	4	2.377879	2500
30	0.222799	1	4	2.377648	2500
