#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.331913	1	58	21.994567	2500
2	0.392097	1	43	16.754617	2500
3	0.316278	1	36	14.379958	2500
4	0.283862	1	32	13.189426	2500
5	0.263450	1	30	12.156432	2500
6	0.244674	1	27	11.516847	2500
7	0.236839	1	27	11.116319	2500
8	0.232649	1	25	10.612601	2500
9	0.221077	1	24	10.299481	2500
10	0.216822	1	23	10.150454	2500
11	0.219834	1	24	10.173656	2500
12	0.217360	1	23	9.966485	2500
13	0.213609	1	22	9.573941	2500
14	0.212565	1	21	9.381147	2500
15	0.209574	1	21	9.225485	2500
16	0.209590	1	21	9.237228	2500
17	0.208605	1	21	9.126080	2500
18	0.205023	1	20	8.845097	2500
19	0.206947	1	20	8.750889	2500
20	0.205483	1	20	8.684594	2500
21	0.203826	1	20	8.529866	2500
22	0.202703	1	20	8.527807	2500
23	0.198223	1	18	8.266853	2500
24	0.201974	1	18	8.284591	2500
25	0.198088	1	18	8.217776	2500
26	0.193973	1	18	8.173650	2500
27	0.196969	1	17	7.976658	2500
28	0.194428	1	17	7.810562	2500
29	0.199348	1	17	7.850872	2500
30	0.197881	1	17	7.748601	2500
