#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.333017	1	59	21.997815	2500
2	0.398219	1	44	16.863226	2500
3	0.312691	1	37	14.358303	2500
4	0.277486	1	33	13.021317	2500
5	0.261023	1	30	12.385571	2500
6	0.239358	1	27	11.628280	2500
7	0.227061	1	26	11.036418	2500
8	0.219847	1	25	10.540201	2500
9	0.217171	1	24	10.193322	2500
10	0.212510	1	24	9.840033	2500
11	0.203624	1	22	9.386843	2500
12	0.201996	1	22	9.273235	2500
13	0.202365	1	21	9.096109	2500
14	0.199804	1	20	8.991441	2500
15	0.199611	1	19	8.703076	2500
16	0.196603	1	19	8.565046	2500
17	0.196983	1	19	8.341442	2500
18	0.194465	1	18	8.188023	2500
19	0.194963	1	18	8.018607	2500
20	0.190734	1	19	8.039051	2500
21	0.190338	1	18	8.071012	2500
22	0.191711	1	18	7.964183	2500
23	0.188336	1	18	7.791799	2500
24	0.188589	1	17	7.649763	2500
25	0.188563	1	17	7.733494	2500
26	0.186004	1	17	7.584807	2500
27	0.187717	1	17	7.545068	2500
28	0.185680	1	17	7.587279	2500
29	0.186477	1	16	7.376279	2500
30	0.184149	1	16	7.357478	2500
