#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.367120	1	40	15.739925	2500
2	0.368892	1	35	14.677275	2500
3	0.367583	1	35	14.559445	2500
4	0.368292	1	34	14.469846	2500
5	0.368263	1	34	14.427790	2500
6	0.367291	1	33	14.372750	2500
7	0.369172	1	34	14.350987	2500
8	0.371912	1	33	14.345668	2500
9	0.374484	1	33	14.326543	2500
10	0.376630	1	33	14.283804	2500
11	0.377900	1	32	14.193106	2500
12	0.378769	1	32	14.108062	2500
13	0.381400	1	32	14.089342	2500
14	0.386498	1	31	13.956293	2500
15	0.386714	1	31	13.877414	2500
16	0.390667	1	31	13.746397	2500
17	0.390324	1	31	13.670270	2500
18	0.391328	1	30	13.505886	2500
19	0.395686	1	30	13.477151	2500
20	0.397034	1	28	13.126821	2500
21	0.399861	1	27	12.965792	2500
22	0.404130	1	26	12.759095	2500
23	0.407911	1	26	12.656680	2500
24	0.410281	1	26	12.555221	2500
25	0.411286	1	26	12.459566	2500
26	0.413760	1	26	12.328313	2500
27	0.417028	1	25	12.210964	2500
28	0.419491	1	25	11.974934	2500
29	0.421381	1	24	11.881811	2500
30	0.421686	1	24	11.616010	2500
