#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.361120	1	38	15.099093	2500
2	0.367311	1	37	14.430556	2500
3	0.367031	1	36	14.446437	2500
4	0.369791	1	36	14.448946	2500
5	0.369340	1	36	14.424319	2500
6	0.368674	1	36	14.393646	2500
7	0.365592	1	35	14.365096	2500
8	0.367330	1	34	14.352658	2500
9	0.368932	1	34	14.311008	2500
10	0.371982	1	34	14.245322	2500
11	0.370904	1	34	14.225968	2500
12	0.372621	1	34	14.156243	2500
13	0.371860	1	33	14.167285	2500
14	0.375732	1	33	14.167530	2500
15	0.376111	1	32	14.120703	2500
16	0.377601	1	32	14.053844	2500
17	0.381481	1	32	13.952056	2500
18	0.384236	1	31	13.838003	2500
19	0.386907	1	30	13.700478	2500
20	0.390049	1	30	13.524922	2500
21	0.392944	1	29	13.533038	2500
22	0.396119	1	29	13.430244	2500
23	0.396774	1	29	13.371626	2500
24	0.399130	1	28	13.168432	2500
25	0.405040	1	27	13.064147	2500
26	0.408760	1	27	12.924966	2500
27	0.411233	1	27	12.908462	2500
28	0.413486	1	26	12.694753	2500
29	0.417836	1	26	12.618613	2500
30	0.421883	1	26	12.531165	2500
