#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.360162	1	35	15.383722	2500
2	0.365231	1	34	14.675864	2500
3	0.362313	1	34	14.667624	2500
4	0.363221	1	34	14.690897	2500
5	0.364972	1	34	14.734166	2500
6	0.364196	1	34	14.763364	2500
7	0.364634	1	34	14.763606	2500
8	0.363380	1	34	14.780519	2500
9	0.362321	1	34	14.771681	2500
10	0.364174	1	34	14.853040	2500
11	0.363905	1	34	14.860070	2500
12	0.364036	1	34	14.830954	2500
13	0.365045	1	35	14.835600	2500
14	0.366253	1	34	14.843134	2500
15	0.364905	1	34	14.842107	2500
16	0.366193	1	35	14.900623	2500
17	0.364079	1	34	14.848615	2500
18	0.365152	1	35	14.894974	2500
19	0.364462	1	35	14.865652	2500
20	0.363434	1	35	14.883782	2500
21	0.363633	1	35	14.905172	2500
22	0.362564	1	36	14.912062	2500
23	0.362610	1	36	14.847808	2500
24	0.363769	1	36	14.864181	2500
25	0.364698	1	36	14.906671	2500
26	0.365126	1	36	14.902129	2500
27	0.365544	1	36	14.912805	2500
28	0.364922	1	37	14.973641	2500
29	0.365204	1	35	14.943250	2500
30	0.364618	1	35	14.983090	2500
