#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.335404	1	59	21.903326	2500
2	0.393572	1	43	16.860604	2500
3	0.308688	1	35	14.290344	2500
4	0.278850	1	34	13.221712	2500
5	0.253399	1	31	12.236030	2500
6	0.241451	1	29	11.663190	2500
7	0.231163	1	27	11.181321	2500
8	0.225856	1	25	10.581604	2500
9	0.223061	1	25	10.408870	2500
10	0.213057	1	23	9.987776	2500
11	0.212122	1	24	9.732216	2500
12	0.209533	1	21	9.384241	2500
13	0.205446	1	21	9.249839	2500
14	0.202904	1	20	9.178923	2500
15	0.201909	1	21	9.152785	2500
16	0.200276	1	20	8.814086	2500
17	0.197889	1	20	8.682247	2500
18	0.196638	1	20	8.488147	2500
19	0.198557	1	20	8.418612	2500
20	0.192690	1	19	8.282624	2500
21	0.197003	1	19	8.099340	2500
22	0.196184	1	17	7.948280	2500
23	0.196776	1	18	7.827480	2500
24	0.192145	1	17	7.848544	2500
25	0.189313	1	16	7.775374	2500
26	0.188672	1	16	7.618253	2500
27	0.192215	1	17	7.701513	2500
28	0.189488	1	16	7.555012	2500
29	0.189369	1	17	7.501860	2500
30	0.189327	1	15	7.379159	2500
