#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.336868	1	59	21.833228	2500
2	0.394589	1	43	16.798687	2500
3	0.309422	1	38	14.217366	2500
4	0.273949	1	33	13.020846	2500
5	0.252291	1	29	12.043311	2500
6	0.241249	1	28	11.283384	2500
7	0.231058	1	25	10.840153	2500
8	0.227246	1	25	10.440123	2500
9	0.223198	1	24	10.153983	2500
10	0.213671	1	24	9.904424	2500
11	0.211424	1	22	9.516995	2500
12	0.209469	1	20	9.246352	2500
13	0.203504	1	21	9.097598	2500
14	0.202757	1	21	8.956437	2500
15	0.197820	1	20	8.846529	2500
16	0.200154	1	19	8.847210	2500
17	0.200421	1	19	8.788004	2500
18	0.192883	1	19	8.440636	2500
19	0.197025	1	19	8.383964	2500
20	0.196951	1	19	8.395386	2500
21	0.191210	1	18	8.182368	2500
22	0.195729	1	18	8.227689	2500
23	0.191897	1	18	7.982651	2500
24	0.196142	1	19	8.061291	2500
25	0.191567	1	18	7.945100	2500
26	0.191328	1	18	7.878874	2500
27	0.191166	1	18	7.796226	2500
28	0.190393	1	16	7.594934	2500
29	0.189045	1	16	7.540101	2500
30	0.190411	1	17	7.651992	2500
