#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.337602	1	59	21.922347	2500
2	0.399116	1	43	16.710865	2500
3	0.311085	1	36	14.246364	2500
4	0.276482	1	32	12.760636	2500
5	0.253844	1	30	11.881857	2500
6	0.235440	1	29	11.227193	2500
7	0.225734	1	24	10.208698	2500
8	0.214154	1	23	9.876478	2500
9	0.211584	1	22	9.524850	2500
10	0.206835	1	21	9.152613	2500
11	0.209678	1	19	8.739381	2500
12	0.208439	1	20	8.481119	2500
13	0.210277	1	18	8.024345	2500
14	0.215404	1	17	7.593925	2500
15	0.218886	1	15	7.031784	2500
16	0.227418	1	14	6.669509	2500
17	0.231384	1	14	6.288080	2500
18	0.241150	1	12	5.929553	2500
19	0.242391	1	12	5.659001	2500
20	0.253253	1	12	5.347432	2500
21	0.252361	1	11	5.150490	2500
22	0.255936	1	10	4.919936	2500
23	0.255436	1	9	4.744971	2500
24	0.255756	1	9	4.599261	2500
25	0.256027	1	9	4.452767	2500
26	0.263510	1	9	4.190064	2500
27	0.249213	1	8	4.013070	2500
28	0.251636	1	7	3.905502	2500
29	0.245551	1	7	3.936248	2500
30	0.248065	1	7	3.725628	2500
