Tiempo_Ejecucion_Segundos,Mensajes_Intercambiados,PIF-EXPLORACION,PACKAGE,ACK,PIF-NEGOCIACION,SOLICITUD-CONEXION,ACEPTO-CONEXION,DESCONEXION,DESCONEXION-RECIBIDA,RECHAZO-CONEXION,PIF-CONEXION
331.937592,35950326,578034,16875567,16875567,578034,158852,156489,68693,68693,2363,588034
