#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038910	1	10	5.102839	2500
2	0.041897	1	9	4.786069	2500
3	0.044609	1	8	4.648639	2500
4	0.048716	1	8	4.570066	2500
5	0.050301	1	8	4.506161	2500
6	0.051105	1	7	4.465094	2500
7	0.050883	1	7	4.443602	2500
8	0.053659	1	7	4.418414	2500
9	0.055650	1	7	4.421138	2500
10	0.056454	1	7	4.403155	2500
11	0.054381	1	7	4.385741	2500
12	0.053093	1	7	4.374975	2500
13	0.053454	1	7	4.364419	2500
14	0.053655	1	7	4.361303	2500
15	0.056567	1	7	4.350376	2500
16	0.055896	1	7	4.347314	2500
17	0.054332	1	7	4.348091	2500
18	0.054153	1	7	4.339419	2500
19	0.054847	1	7	4.342207	2500
20	0.053509	1	7	4.331503	2500
21	0.058036	1	7	4.339314	2500
22	0.058888	1	7	4.342599	2500
23	0.056251	1	7	4.337380	2500
24	0.056026	1	7	4.340261	2500
25	0.053659	1	7	4.336436	2500
26	0.055491	1	7	4.337620	2500
27	0.055177	1	7	4.339256	2500
28	0.055703	1	7	4.335558	2500
29	0.055173	1	7	4.332156	2500
30	0.057590	1	7	4.339855	2500
