#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.336412	1	61	22.003310	2500
2	0.402819	1	46	16.988265	2500
3	0.316746	1	38	14.523270	2500
4	0.281310	1	33	13.278203	2500
5	0.260829	1	31	12.359582	2500
6	0.244685	1	29	11.634939	2500
7	0.239205	1	27	11.070912	2500
8	0.231078	1	25	10.807333	2500
9	0.221150	1	24	10.345126	2500
10	0.214396	1	23	9.975340	2500
11	0.206783	1	23	9.655841	2500
12	0.206656	1	21	9.293665	2500
13	0.205439	1	21	9.172518	2500
14	0.203639	1	22	9.150010	2500
15	0.201272	1	21	9.021633	2500
16	0.202564	1	20	8.700018	2500
17	0.205967	1	20	8.639277	2500
18	0.202856	1	19	8.493804	2500
19	0.199049	1	19	8.399693	2500
20	0.197588	1	18	8.400305	2500
21	0.196780	1	18	8.295926	2500
22	0.199117	1	18	8.103305	2500
23	0.197226	1	18	8.038777	2500
24	0.195117	1	18	7.954251	2500
25	0.191388	1	18	7.850108	2500
26	0.193016	1	18	7.734676	2500
27	0.193401	1	17	7.734199	2500
28	0.194998	1	16	7.669990	2500
29	0.193646	1	16	7.511016	2500
30	0.190280	1	15	7.417688	2500
