#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.360684	1	40	15.454697	2500
2	0.364010	1	36	14.433983	2500
3	0.364141	1	36	14.420124	2500
4	0.364343	1	35	14.391032	2500
5	0.363242	1	34	14.338918	2500
6	0.366959	1	34	14.293422	2500
7	0.366466	1	34	14.268369	2500
8	0.369462	1	34	14.238548	2500
9	0.371398	1	34	14.269257	2500
10	0.373242	1	33	14.236268	2500
11	0.374111	1	32	14.107871	2500
12	0.377905	1	32	14.061040	2500
13	0.379056	1	32	14.027346	2500
14	0.381721	1	31	13.902109	2500
15	0.384614	1	30	13.750314	2500
16	0.386395	1	30	13.701315	2500
17	0.388439	1	29	13.439476	2500
18	0.388510	1	28	13.282500	2500
19	0.389430	1	28	13.160393	2500
20	0.392368	1	28	13.055188	2500
21	0.394318	1	27	12.855372	2500
22	0.395088	1	27	12.781509	2500
23	0.396560	1	26	12.679580	2500
24	0.399561	1	27	12.735787	2500
25	0.400372	1	25	12.279838	2500
26	0.403655	1	26	12.338210	2500
27	0.407027	1	25	12.035905	2500
28	0.410134	1	24	11.816902	2500
29	0.413095	1	24	11.624790	2500
30	0.417085	1	24	11.569605	2500
