#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.360203	1	37	15.084404	2500
2	0.368281	1	35	14.511746	2500
3	0.369101	1	35	14.479417	2500
4	0.368971	1	35	14.449266	2500
5	0.368671	1	36	14.436516	2500
6	0.370871	1	35	14.399308	2500
7	0.373840	1	35	14.377335	2500
8	0.374402	1	35	14.364498	2500
9	0.373325	1	34	14.266057	2500
10	0.374362	1	34	14.200540	2500
11	0.376173	1	33	14.163448	2500
12	0.379116	1	33	14.062595	2500
13	0.380416	1	32	13.936635	2500
14	0.382155	1	31	13.814215	2500
15	0.383976	1	30	13.590888	2500
16	0.388029	1	30	13.495307	2500
17	0.387789	1	29	13.389429	2500
18	0.389309	1	29	13.322759	2500
19	0.391739	1	28	13.128054	2500
20	0.396179	1	27	13.020642	2500
21	0.397643	1	27	12.975269	2500
22	0.400660	1	27	12.847635	2500
23	0.403068	1	27	12.715502	2500
24	0.403964	1	26	12.547551	2500
25	0.406989	1	26	12.348622	2500
26	0.408475	1	26	12.332825	2500
27	0.411543	1	25	12.218795	2500
28	0.411887	1	25	12.107876	2500
29	0.413456	1	24	11.893960	2500
30	0.415390	1	24	11.889791	2500
