#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.362097	1	37	15.248592	2500
2	0.366894	1	33	14.001695	2500
3	0.367054	1	33	14.004116	2500
4	0.367202	1	33	14.001917	2500
5	0.366710	1	34	14.057247	2500
6	0.367438	1	33	14.063415	2500
7	0.367309	1	34	14.022185	2500
8	0.368741	1	33	14.032385	2500
9	0.369165	1	33	14.030976	2500
10	0.369486	1	32	13.987386	2500
11	0.371241	1	33	14.014368	2500
12	0.372619	1	33	13.963447	2500
13	0.373086	1	33	13.918647	2500
14	0.375986	1	32	13.849010	2500
15	0.378028	1	32	13.789825	2500
16	0.380114	1	32	13.726309	2500
17	0.382785	1	31	13.690973	2500
18	0.382728	1	31	13.606519	2500
19	0.384460	1	30	13.464889	2500
20	0.388279	1	30	13.429033	2500
21	0.391704	1	30	13.319414	2500
22	0.391673	1	29	13.102223	2500
23	0.394481	1	28	12.812967	2500
24	0.398331	1	27	12.741405	2500
25	0.401634	1	27	12.658492	2500
26	0.404171	1	27	12.597816	2500
27	0.405508	1	26	12.558834	2500
28	0.408900	1	26	12.451838	2500
29	0.410542	1	25	12.145015	2500
30	0.412272	1	25	12.137604	2500
