#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.358023	1	38	15.438186	2500
2	0.363569	1	37	14.879353	2500
3	0.363210	1	37	14.859080	2500
4	0.363918	1	37	14.863593	2500
5	0.366513	1	37	14.866079	2500
6	0.367505	1	37	14.920175	2500
7	0.367501	1	37	14.940273	2500
8	0.366759	1	37	14.996371	2500
9	0.366487	1	37	14.987822	2500
10	0.366606	1	36	14.901043	2500
11	0.364478	1	37	14.941356	2500
12	0.364436	1	37	14.956304	2500
13	0.363216	1	37	14.964014	2500
14	0.362429	1	38	15.019298	2500
15	0.361860	1	37	15.026532	2500
16	0.362376	1	38	15.043506	2500
17	0.364607	1	38	15.043789	2500
18	0.365607	1	39	15.051869	2500
19	0.366117	1	38	15.026554	2500
20	0.366171	1	38	15.017347	2500
21	0.366216	1	37	15.016980	2500
22	0.366312	1	38	15.050493	2500
23	0.367513	1	38	15.087689	2500
24	0.367763	1	38	15.079501	2500
25	0.367065	1	38	15.081338	2500
26	0.366440	1	38	15.066539	2500
27	0.367073	1	37	15.122481	2500
28	0.365244	1	38	15.130639	2500
29	0.365221	1	38	15.134372	2500
30	0.366846	1	39	15.134208	2500
