#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.361936	1	38	15.138699	2500
2	0.366695	1	35	14.312392	2500
3	0.368957	1	34	14.133070	2500
4	0.374058	1	32	13.784466	2500
5	0.381385	1	29	13.013134	2500
6	0.398948	1	26	12.139891	2500
7	0.409399	1	22	10.783122	2500
8	0.426992	1	20	9.844986	2500
9	0.441706	1	18	8.790135	2500
10	0.457571	1	17	8.401002	2500
11	0.471644	1	17	8.261113	2500
12	0.479609	1	17	8.039847	2500
13	0.480235	1	16	7.782610	2500
14	0.480947	1	15	7.712395	2500
15	0.481707	1	15	7.588565	2500
16	0.483187	1	15	7.592554	2500
17	0.484394	1	15	7.611971	2500
18	0.491249	1	15	7.592398	2500
19	0.491800	1	15	7.628552	2500
20	0.490804	1	15	7.595390	2500
21	0.490680	1	15	7.546286	2500
22	0.491992	1	15	7.562485	2500
23	0.492999	1	15	7.564739	2500
24	0.491395	1	15	7.531565	2500
25	0.494201	1	15	7.535322	2500
26	0.493192	1	15	7.530383	2500
27	0.493263	1	15	7.560859	2500
28	0.494371	1	15	7.561260	2500
29	0.492924	1	15	7.561215	2500
30	0.492764	1	15	7.558393	2500
