#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037586	1	10	5.068094	2500
2	0.042450	1	9	4.751495	2500
3	0.041683	1	8	4.580020	2500
4	0.044896	1	7	4.462197	2500
5	0.046667	1	7	4.404570	2500
6	0.047538	1	8	4.329087	2500
7	0.044973	1	7	4.235645	2500
8	0.050365	1	7	4.164887	2500
9	0.052395	1	7	4.033290	2500
10	0.056050	1	7	3.871766	2500
11	0.060119	1	6	3.643039	2500
12	0.071350	1	6	3.407436	2500
13	0.091243	1	6	3.153062	2500
14	0.119944	1	5	2.904228	2500
15	0.155264	1	5	2.671525	2500
16	0.191757	1	5	2.480557	2500
17	0.218454	1	5	2.353938	2500
18	0.243518	1	4	2.235290	2500
19	0.269323	1	4	2.135965	2500
20	0.281872	1	4	2.085997	2500
21	0.286683	1	4	2.061089	2500
22	0.289063	1	4	2.048920	2500
23	0.292352	1	4	2.034327	2500
24	0.291767	1	4	2.032904	2500
25	0.293719	1	4	2.029012	2500
26	0.294166	1	4	2.028279	2500
27	0.293289	1	4	2.028290	2500
28	0.292603	1	4	2.028256	2500
29	0.293957	1	5	2.028985	2500
30	0.295015	1	4	2.028210	2500
