#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.333862	1	60	22.105325	2500
2	0.396699	1	44	16.897691	2500
3	0.314045	1	36	14.432043	2500
4	0.281700	1	33	13.155908	2500
5	0.256190	1	29	11.985370	2500
6	0.243588	1	27	11.446415	2500
7	0.229629	1	27	10.795325	2500
8	0.222574	1	26	10.669544	2500
9	0.211789	1	24	10.115754	2500
10	0.214166	1	24	9.786313	2500
11	0.207622	1	22	9.476319	2500
12	0.206158	1	21	9.159762	2500
13	0.202986	1	20	9.032184	2500
14	0.200224	1	21	9.026088	2500
15	0.195453	1	20	8.671551	2500
16	0.194143	1	20	8.468384	2500
17	0.196545	1	19	8.328434	2500
18	0.197843	1	19	8.319254	2500
19	0.192340	1	18	8.140831	2500
20	0.193739	1	18	8.059672	2500
21	0.193150	1	18	8.082489	2500
22	0.190619	1	17	7.770771	2500
23	0.191243	1	16	7.583632	2500
24	0.191011	1	16	7.570061	2500
25	0.190999	1	15	7.456041	2500
26	0.188378	1	15	7.489323	2500
27	0.187345	1	16	7.392952	2500
28	0.187668	1	15	7.456700	2500
29	0.189957	1	16	7.400595	2500
30	0.192351	1	16	7.349182	2500
