#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.366189	1	39	15.447736	2500
2	0.370293	1	35	14.385321	2500
3	0.369510	1	35	14.399815	2500
4	0.369783	1	35	14.385786	2500
5	0.368962	1	35	14.405235	2500
6	0.368827	1	35	14.379321	2500
7	0.370312	1	35	14.350344	2500
8	0.371912	1	35	14.337312	2500
9	0.371389	1	34	14.328495	2500
10	0.371440	1	34	14.384894	2500
11	0.371603	1	33	14.373828	2500
12	0.372473	1	33	14.338514	2500
13	0.373718	1	34	14.371257	2500
14	0.373437	1	33	14.325819	2500
15	0.376561	1	33	14.351035	2500
16	0.378268	1	33	14.310808	2500
17	0.381504	1	32	14.279115	2500
18	0.383185	1	32	14.258068	2500
19	0.385724	1	32	14.221396	2500
20	0.386033	1	32	14.190060	2500
21	0.386893	1	31	14.133729	2500
22	0.387955	1	32	14.117773	2500
23	0.388678	1	32	13.926124	2500
24	0.387713	1	32	13.916675	2500
25	0.389972	1	31	13.896137	2500
26	0.391732	1	31	13.842510	2500
27	0.393376	1	30	13.695865	2500
28	0.393573	1	29	13.452116	2500
29	0.395892	1	29	13.448140	2500
30	0.396936	1	29	13.472775	2500
