#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.361150	1	40	15.642217	2500
2	0.367279	1	36	14.806394	2500
3	0.370686	1	36	14.779305	2500
4	0.368813	1	36	14.770114	2500
5	0.371404	1	35	14.627044	2500
6	0.373864	1	35	14.518478	2500
7	0.376520	1	35	14.430588	2500
8	0.377765	1	34	14.325332	2500
9	0.377074	1	33	14.131334	2500
10	0.383135	1	33	13.870081	2500
11	0.388134	1	31	13.715160	2500
12	0.390130	1	30	13.502926	2500
13	0.393421	1	30	13.245837	2500
14	0.398690	1	29	13.043004	2500
15	0.407936	1	30	12.822188	2500
16	0.411621	1	29	12.656783	2500
17	0.414038	1	28	12.303473	2500
18	0.417948	1	26	12.047432	2500
19	0.418436	1	26	11.815892	2500
20	0.422791	1	26	11.712340	2500
21	0.423537	1	25	11.484164	2500
22	0.427589	1	25	11.368917	2500
23	0.431172	1	25	11.238151	2500
24	0.433231	1	24	11.089283	2500
25	0.438686	1	24	10.864957	2500
26	0.441610	1	22	10.667111	2500
27	0.446654	1	22	10.573126	2500
28	0.447845	1	22	10.284239	2500
29	0.449915	1	22	10.049309	2500
30	0.453837	1	21	9.889257	2500
