#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.037991	1	9	5.064321	2500
2	0.045096	1	9	4.813855	2500
3	0.044803	1	8	4.650423	2500
4	0.049239	1	8	4.567432	2500
5	0.044772	1	8	4.504032	2500
6	0.049877	1	8	4.453437	2500
7	0.049432	1	8	4.437465	2500
8	0.049654	1	7	4.404693	2500
9	0.052404	1	7	4.404649	2500
10	0.054065	1	7	4.394760	2500
11	0.056196	1	7	4.385761	2500
12	0.055222	1	7	4.378094	2500
13	0.057200	1	7	4.376932	2500
14	0.056027	1	7	4.376127	2500
15	0.054500	1	7	4.362794	2500
16	0.055359	1	7	4.360592	2500
17	0.056669	1	7	4.362307	2500
18	0.057397	1	7	4.359746	2500
19	0.058109	1	7	4.360755	2500
20	0.058168	1	7	4.358773	2500
21	0.057666	1	7	4.354808	2500
22	0.058804	1	7	4.352458	2500
23	0.060936	1	7	4.356395	2500
24	0.057729	1	7	4.347246	2500
25	0.057817	1	7	4.347457	2500
26	0.059399	1	7	4.352441	2500
27	0.059503	1	7	4.354488	2500
28	0.059194	1	7	4.349220	2500
29	0.057575	1	7	4.342612	2500
30	0.056413	1	7	4.348473	2500
