#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.359352	1	39	15.041899	2500
2	0.362455	1	35	13.971594	2500
3	0.365181	1	33	13.820021	2500
4	0.373957	1	29	13.106442	2500
5	0.385166	1	27	12.220782	2500
6	0.401235	1	25	11.554616	2500
7	0.412776	1	22	10.429683	2500
8	0.429846	1	19	9.635340	2500
9	0.439089	1	19	9.313412	2500
10	0.441533	1	18	8.956387	2500
11	0.446487	1	18	8.585264	2500
12	0.450226	1	17	8.467776	2500
13	0.453067	1	17	8.328866	2500
14	0.452913	1	16	8.130312	2500
15	0.455873	1	15	8.000821	2500
16	0.455406	1	16	7.967923	2500
17	0.458633	1	15	7.653272	2500
18	0.458779	1	15	7.714779	2500
19	0.461666	1	15	7.714209	2500
20	0.462246	1	16	7.721074	2500
21	0.462164	1	16	7.700238	2500
22	0.458729	1	16	7.674567	2500
23	0.459105	1	16	7.628723	2500
24	0.469384	1	15	7.649702	2500
25	0.473450	1	16	7.724045	2500
26	0.470389	1	17	7.763201	2500
27	0.468474	1	17	7.752062	2500
28	0.471089	1	17	7.757971	2500
29	0.474230	1	17	7.743709	2500
30	0.477511	1	17	7.719796	2500
