#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.330743	1	59	21.849646	2500
2	0.395736	1	44	16.933883	2500
3	0.310776	1	36	14.264447	2500
4	0.280641	1	33	12.991036	2500
5	0.260653	1	29	12.168435	2500
6	0.244631	1	27	11.486651	2500
7	0.230358	1	27	11.110217	2500
8	0.225773	1	24	10.614655	2500
9	0.215942	1	23	10.056499	2500
10	0.213959	1	23	9.869609	2500
11	0.213522	1	22	9.545789	2500
12	0.210870	1	22	9.254829	2500
13	0.209494	1	21	8.975443	2500
14	0.204944	1	21	8.813807	2500
15	0.201646	1	20	8.866149	2500
16	0.201591	1	20	8.746777	2500
17	0.197585	1	20	8.543108	2500
18	0.197635	1	19	8.611931	2500
19	0.195763	1	18	8.223994	2500
20	0.191055	1	18	8.285822	2500
21	0.192222	1	18	8.147991	2500
22	0.189706	1	18	8.016966	2500
23	0.194091	1	17	7.948362	2500
24	0.190921	1	18	7.791571	2500
25	0.193658	1	17	7.819759	2500
26	0.186275	1	17	7.645431	2500
27	0.193183	1	16	7.560287	2500
28	0.190598	1	16	7.488062	2500
29	0.193426	1	17	7.491604	2500
30	0.188542	1	17	7.383467	2500
