#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.035161	1	10	5.103437	2500
2	0.043496	1	9	4.794343	2500
3	0.044774	1	8	4.650553	2500
4	0.048311	1	8	4.558741	2500
5	0.048992	1	8	4.497320	2500
6	0.047913	1	7	4.457374	2500
7	0.051837	1	7	4.443446	2500
8	0.053489	1	7	4.418580	2500
9	0.053848	1	7	4.410582	2500
10	0.056427	1	7	4.385530	2500
11	0.058676	1	7	4.377875	2500
12	0.053948	1	7	4.361107	2500
13	0.056236	1	7	4.354347	2500
14	0.053740	1	7	4.344993	2500
15	0.054644	1	7	4.348041	2500
16	0.057890	1	7	4.356963	2500
17	0.056309	1	7	4.350172	2500
18	0.056752	1	7	4.353265	2500
19	0.055993	1	7	4.350886	2500
20	0.054982	1	7	4.352979	2500
21	0.057903	1	7	4.354397	2500
22	0.056379	1	7	4.347031	2500
23	0.057424	1	7	4.345109	2500
24	0.056906	1	7	4.347741	2500
25	0.055154	1	7	4.336490	2500
26	0.056643	1	7	4.339449	2500
27	0.057257	1	7	4.338968	2500
28	0.060371	1	7	4.341947	2500
29	0.059063	1	7	4.342194	2500
30	0.058768	1	7	4.338334	2500
