#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.362449	1	37	15.074075	2500
2	0.368984	1	37	14.479552	2500
3	0.368661	1	36	14.463686	2500
4	0.367511	1	36	14.478888	2500
5	0.367013	1	36	14.431190	2500
6	0.367491	1	36	14.457788	2500
7	0.367743	1	36	14.459741	2500
8	0.366684	1	36	14.471595	2500
9	0.366243	1	36	14.549494	2500
10	0.366195	1	36	14.554420	2500
11	0.366919	1	36	14.590866	2500
12	0.367827	1	36	14.565067	2500
13	0.365980	1	36	14.573253	2500
14	0.365737	1	36	14.564755	2500
15	0.366346	1	36	14.600877	2500
16	0.368194	1	36	14.573161	2500
17	0.369548	1	36	14.693289	2500
18	0.369645	1	36	14.715498	2500
19	0.367298	1	36	14.711116	2500
20	0.368479	1	36	14.832811	2500
21	0.367654	1	36	14.821866	2500
22	0.367527	1	36	14.844948	2500
23	0.366511	1	37	14.857464	2500
24	0.366736	1	37	14.830196	2500
25	0.367054	1	36	14.867440	2500
26	0.368185	1	36	14.887539	2500
27	0.366636	1	37	14.930176	2500
28	0.365124	1	37	14.988768	2500
29	0.364953	1	36	14.909761	2500
30	0.365222	1	36	14.954509	2500
