#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.033943	1	10	5.075365	2500
2	0.041327	1	8	4.765606	2500
3	0.047620	1	8	4.672297	2500
4	0.047879	1	8	4.594520	2500
5	0.046716	1	8	4.534920	2500
6	0.046545	1	7	4.477120	2500
7	0.052906	1	7	4.458878	2500
8	0.055974	1	7	4.454140	2500
9	0.054769	1	7	4.439854	2500
10	0.055708	1	7	4.424684	2500
11	0.056260	1	7	4.412438	2500
12	0.056271	1	7	4.406061	2500
13	0.056242	1	7	4.396203	2500
14	0.058850	1	7	4.388038	2500
15	0.058198	1	7	4.383853	2500
16	0.057590	1	7	4.377646	2500
17	0.058795	1	7	4.382216	2500
18	0.058805	1	7	4.382866	2500
19	0.059186	1	7	4.392858	2500
20	0.058983	1	7	4.384597	2500
21	0.056412	1	7	4.377234	2500
22	0.056736	1	7	4.381223	2500
23	0.057487	1	7	4.376306	2500
24	0.059264	1	7	4.376679	2500
25	0.060436	1	7	4.379853	2500
26	0.059202	1	7	4.378653	2500
27	0.058974	1	7	4.374368	2500
28	0.056069	1	7	4.371836	2500
29	0.057902	1	7	4.374295	2500
30	0.055416	1	7	4.374373	2500
