#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.336121	1	60	21.908792	2500
2	0.395637	1	43	16.694150	2500
3	0.309179	1	36	14.217467	2500
4	0.277834	1	32	13.051559	2500
5	0.253099	1	29	12.160491	2500
6	0.237624	1	27	11.434422	2500
7	0.230843	1	26	10.988709	2500
8	0.221180	1	24	10.440502	2500
9	0.215060	1	24	10.005905	2500
10	0.206552	1	22	9.502880	2500
11	0.205384	1	22	9.136500	2500
12	0.200495	1	21	8.974347	2500
13	0.195982	1	20	8.910585	2500
14	0.200468	1	21	8.824610	2500
15	0.197126	1	21	8.697899	2500
16	0.197066	1	20	8.557789	2500
17	0.191065	1	20	8.423090	2500
18	0.191430	1	19	8.342795	2500
19	0.195500	1	18	8.239856	2500
20	0.191323	1	17	8.102277	2500
21	0.193735	1	18	8.142164	2500
22	0.196587	1	17	7.880157	2500
23	0.193021	1	17	7.931382	2500
24	0.194063	1	16	7.872414	2500
25	0.197653	1	17	7.794980	2500
26	0.192636	1	16	7.578706	2500
27	0.190996	1	16	7.592207	2500
28	0.188945	1	16	7.485558	2500
29	0.190578	1	17	7.472696	2500
30	0.188018	1	16	7.272057	2500
