#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.038453	1	10	5.079422	2500
2	0.041643	1	9	4.783642	2500
3	0.044288	1	8	4.641166	2500
4	0.046734	1	8	4.553483	2500
5	0.048559	1	8	4.499383	2500
6	0.048519	1	8	4.441226	2500
7	0.051223	1	7	4.422702	2500
8	0.052388	1	7	4.408185	2500
9	0.049569	1	7	4.390286	2500
10	0.051460	1	7	4.380520	2500
11	0.052856	1	7	4.373069	2500
12	0.054169	1	7	4.362943	2500
13	0.054375	1	7	4.358071	2500
14	0.055035	1	7	4.355530	2500
15	0.055757	1	7	4.351771	2500
16	0.055479	1	7	4.340118	2500
17	0.053896	1	7	4.338934	2500
18	0.053756	1	7	4.341315	2500
19	0.054773	1	7	4.346143	2500
20	0.052959	1	7	4.336687	2500
21	0.054745	1	7	4.341037	2500
22	0.057530	1	7	4.344711	2500
23	0.059133	1	7	4.346831	2500
24	0.054910	1	7	4.336733	2500
25	0.055835	1	7	4.334581	2500
26	0.055616	1	7	4.335372	2500
27	0.057253	1	7	4.333642	2500
28	0.057625	1	7	4.345278	2500
29	0.057016	1	7	4.340472	2500
30	0.057403	1	7	4.337728	2500
