#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.360330	1	38	15.038995	2500
2	0.361636	1	35	14.300875	2500
3	0.364661	1	35	14.115460	2500
4	0.372824	1	33	13.700347	2500
5	0.379615	1	29	12.894472	2500
6	0.391723	1	24	11.585011	2500
7	0.408451	1	23	10.939937	2500
8	0.418841	1	20	9.813212	2500
9	0.432751	1	19	9.224349	2500
10	0.440215	1	18	8.510470	2500
11	0.451430	1	17	8.008664	2500
12	0.470726	1	17	7.903582	2500
13	0.474714	1	17	7.747375	2500
14	0.481851	1	17	7.500700	2500
15	0.487677	1	16	7.389981	2500
16	0.492101	1	16	7.303907	2500
17	0.492135	1	16	7.165520	2500
18	0.491357	1	16	7.189206	2500
19	0.492132	1	16	7.160431	2500
20	0.490862	1	16	7.166170	2500
21	0.492739	1	16	7.140506	2500
22	0.491601	1	16	7.099929	2500
23	0.491150	1	16	7.097293	2500
24	0.490651	1	16	7.099202	2500
25	0.492101	1	16	7.104511	2500
26	0.492010	1	16	7.067515	2500
27	0.489850	1	16	7.048116	2500
28	0.488937	1	16	6.963098	2500
29	0.492967	1	16	6.962187	2500
30	0.495902	1	16	6.981268	2500
