#cicle	avCl	components	diam	aspl	order
0	0.000000	1	98	33.333333	2500
1	0.333028	1	59	21.916744	2500
2	0.396365	1	44	16.769604	2500
3	0.311340	1	36	14.117172	2500
4	0.273905	1	32	12.786125	2500
5	0.251985	1	28	11.711910	2500
6	0.234293	1	26	10.978194	2500
7	0.231553	1	25	10.436208	2500
8	0.217298	1	23	9.759136	2500
9	0.211739	1	21	9.358832	2500
10	0.213221	1	20	8.897434	2500
11	0.207580	1	20	8.652638	2500
12	0.210305	1	18	8.210606	2500
13	0.210497	1	18	7.796804	2500
14	0.217204	1	16	7.324784	2500
15	0.226019	1	15	6.945238	2500
16	0.228849	1	14	6.448731	2500
17	0.232282	1	14	6.011782	2500
18	0.238115	1	12	5.635116	2500
19	0.242231	1	11	5.446487	2500
20	0.246463	1	11	5.059410	2500
21	0.246657	1	10	4.791766	2500
22	0.246251	1	9	4.541563	2500
23	0.248882	1	8	4.231711	2500
24	0.248179	1	8	4.040657	2500
25	0.240775	1	8	3.928762	2500
26	0.244522	1	7	3.710236	2500
27	0.245126	1	7	3.690818	2500
28	0.246425	1	7	3.448267	2500
29	0.253376	1	7	3.405912	2500
30	0.252739	1	7	3.343777	2500
